101 	みんな		N	0 				0						id	2 	Kind	人	数	複数										0
102 	村人		N	0 				0						id	1 	Kind	村人												0
103 	メアリ		N	0 				0						id	1 	Name	メアリ												0
104 	めがね		N	0 				0						id	1 	Kind	めがね												0
105 	木製		N	0 				0						2,22	1 	材質	木												0
106 	元力士		N	0 				0						id	1 	Kind	元力士												0
107 	誘惑		N	0 				0						id	3 	Kind	誘惑	Theme	__	Agent	__								0
108 	リボン		N	0 				0						id	1 	Kind	リボン												0
241 	論文		N	0 				0						id	1 	Kind	論文												0
109 	２		Num	0 				0						id	1 	Degree	2												0
110 	３		Num	0 				0						id	1 	Degree	3												0
111 	５		Num	0 				0						id	1 	Degree	5												0
112 	も		P	1 	id	2,27,ind	0,21	2	3,56,id	1,5,P-Merge				zero	0 														0
236 	Pred	φ	Pred	1 	id	0,23	0,24	1	2,56,id					zero	0 														0
114 	い	-i	T	1 	id	0,23	0,24	1	2,1,A					0,24	1 	Time	imperfect												0
228 	い	-i	T	0 				1	2,1,A					0,24	1 	Time	imperfect											Predication素性なし	0
115 	かった	-katta	T	1 	id	0,23	0,24	1	2,1,A					0,24	1 	Time	perfect												0
229 	かった	-katta	T	0 				1	2,1,A					0,24	1 	Time	perfect											Predication素性なし	0
116 	た	-ta	T	1 	id	0,23	0,24	1	2,1,V					0,24	1 	Time	perfect											標準（Predication素性つき）	0
203 	た	-ta	T	0 				1	2,1,V					0,24	1 	Time	perfect											Predication素性を含まない形式	0
117 	だ		T	1 	id	0,23	0,24	2	2,1,N	da				0,24	1 	Time	imperfect												0
230 	だ		T	0 				2	2,1,N	da				0,24	1 	Time	present												0
118 	だった		T	1 	id	0,23	0,24	2	2,1,N	da				0,24	1 	Time	perfect												0
231 	だった		T	0 				2	2,1,N	da				0,24	1 	Time	perfect												0
120 	て	-te	T	1 	id	0,23	0,24	1	2,1,V					0,24	0 														0
232 	て	-te	T	0 				1	2,1,V					zero	0 														0
121 	でした		T	1 	id	0,23	0,24	2	2,1,N	da				0,24	1 	Time	perfect												0
233 	でした		T	0 				2	2,1,N	da				0,24	1 	Time	perfect												0
123 	です		T	1 	id	0,23	0,24	2	2,1,N	da				0,24	1 	Time	imperfect												0
234 	です		T	0 				2	2,1,N	da				0,24	1 	Time	present												0
125 	る	-ru	T	1 	id	0,23	0,24	1	2,1,V					0,24	1 	Time	imperfect											標準（Predication素性つき）	0
204 	る	-ru	T	0 				1	2,1,V					0,24	1 	Time	imperfect											Predication素性を含まない形式	0
126 	挨拶する	挨拶してい-	V	0 				0						id	3 	Goal	2,25,ni	Agent	2,25,ga	Kind	挨拶する							３項動詞。（便宜的に）テイル形	0
127 	挨拶する	挨拶し-	V	0 				0						id	2 	Agent	2,25,ga	Kind	挨拶する									２項動詞。	0
191 	愛する	ais-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	愛する								0
210 	上がる	agar-	V	0 				0						id	2 	Theme	2,25,ga	Kind	上がる										0
128 	あげる	あげ-	V	0 				0						id	4 	Theme	2,25,wo	Goal	2,25,ni	Agent	2,25,ga	Kind	あげる						0
129 	あやまる	ayamar-	V	0 				0						id	3 	Goal	2,25,ni	Agent	2,25,ga	Kind	謝る								0
130 	行く	ik-	V	0 				0						id	3 	Goal	2,25,ni	Agent	2,25,ga	Kind	行く							agentive な場合	0
131 	行く	ik-	V	0 				0						id	3 	Goal	2,25,ni	Theme	2,25,ga	Kind	行く							non-agentive な場合	0
132 	歌う	歌ってい-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	歌っている								0
201 	訴える	訴え-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	訴える								0
239 	選ぶ	erab-	V	0 				0						id	4 	Theme	2,25,wo	Agent	2,25,ga	Kind	選ぶ	Quantity	__						0
133 	追いかける	追いかけ-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	追いかける								0
187 	追いかけていた		V	0 				0						id	4 	Theme	2,25,wo	Agent	2,25,ga	Kind	追いかける	Time	progressive perfect						0
189 	追いかけた		V	0 				0						id	4 	Theme	2,25,wo	Agent	2,25,ga	Kind	追いかける	Time	perfect						0
134 	贈る	okur-	V	0 				0						id	4 	Theme	2,25,wo	Goal	2,25,ni	Agent	2,25,ga	Kind	贈る						0
135 	落ちる	落ち-	V	0 				0						id	2 	Theme	2,25,ga	Kind	落ちる										0
186 	落ちた		V	0 				0						id	3 	Theme	2,25,ga	Kind	落ちる	Time	perfect								0
136 	思う	omow-	V	0 				0						id	2 	Agent	2,25,ga	Kind	思う										0
137 	買う	kaw-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	買う								0
184 	買う	買い	V	0 				0						id	5 	Theme	2,25,wo	Agent	2,25,ga	Kind	買う	Quantity	__	Frequency	__			「買いすぎる」のために工夫しているentry	0
138 	勝つ	kat-	V	0 				0						id	2 	Agent	2,25,ga	Kind	勝つ										0
237 	がんばる	ganbar-	V	0 				0						id	3 	Agent	2,25,ga	Kind	がんばる	Quantity	__								0
139 	来る	来まし-	V	0 				0						id	2 	Agent	2,25,ga	Kind	来る									音形は便宜的に「来ました」用	0
202 	来る	ku-/ki-	V	0 				0						id	2 	Agent	2,25,ga	Kind	来る										0
140 	させ	-sase-	V	0 				1	1,6,sase1,sase2,					0,24	1 	Causer	2,25,ga												0
141 	sase	-sase-	V	0 				1	1,6,sase1,sase2,					0,24	1 	Causer	2,25,ga												0
205 	させ	-sas-	V	0 				1	1,6,sase1,sase2,					0,24	1 	Causer	2,25,ga											「泣かした」などの -sas-形	0
206 	sase	-sas-	V	0 				1	1,6,sase1,sase2,					0,24	1 	Causer	2,25,ga											「泣かした」などの -sas-形	0
142 	誘う	sasow-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	誘う								0
143 	支持する	支持してい-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	支持している							便宜的にテイル形	0
144 	紹介する	紹介し-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	紹介する								0
145 	知りたがる	知りたがってい-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	知りたがっている							便宜的にテイル形	0
146 	推薦する	推薦s-	V	0 				0						id	4 	Theme	2,25,wo	Goal	2,25,ni	Agent	2,25,ga	Kind	推薦する						0
147 	推薦する	推薦s-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	推薦する								0
182 	推薦する	推薦s-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	推薦する								0
223 	する	してい-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	する							便宜的にテイル形	0
149 	剃る	sor-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	剃る								0
150 	抱く	dak-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	抱く								0
151 	立つ	立ってい-	V	0 				0						id	2 	Agent	2,25,ga	Kind	立っている									便宜的にテイル形	0
152 	食べる	食べ-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	食べる								0
216 	作る	tukur-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	作る								0
153 	つける	つけ-	V	0 				0						id	4 	Theme	2,25,wo	Location	2,25,ga	Kind	つける			Kind	つける				0
224 	出て行く	deteik-	V	0 				0						id	3 	Location	2,25,wo	Agent	2,25,ga	Kind	出て行く								0
193 	流れる	流れ-	V	0 				0						id	2 	Agent	2,25,ga	Kind	流れる										0
154 	話す	hanas-	V	0 				0						id	2 	Agent	2,25,ga	Kind	話す										0
238 	はりきる	harikir-	V	0 				0						id	3 	Agent	2,25,ga	Kind	はりきる	Quantity	__								0
155 	貼る	har-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	貼る								0
219 	弾く	弾いてい-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	弾く							便宜的にテイル形	0
200 	批判する	批判s-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	批判する								0
156 	見かける	見かけ-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	見かける								0
157 	向かう	mukaw-	V	0 				0						id	3 	Goal	2,25,ni	Agent	2,25,ga	Kind	向かう							agentive な場合	0
158 	向かう	mukaw-	V	0 				0						id	3 	Goal	2,25,ni	Theme	2,25,ga	Kind	向かう							Non-Agentive	0
159 	誘惑する	誘惑s-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	誘惑する								0
226 	読む	yom-	V	0 				0						id	3 	Theme	2,25,wo	Agent	2,25,ga	Kind	読む								0
160 	られ	-rare-	V	0 				2	1,5,rare2	rare2				zero	0 													rare2（argument-reducing）	0
161 	られ	-rare-	V	0 				2	1,5,rare1	rare1				0,24	1 	Affectee	2,25,ga											rare1（argument-taking）	0
207 	rare	-rare-	V	0 				2	1,5,rare2	rare2				zero	0 													rare2（argument-reducing）	0
208 	rare	-rare-	V	0 				2	1,5,rare1	rare1				0,24	1 	Affectee	2,25,ga											rare1（argument-taking）	0
214 	笑う	笑ってい-	V	0 				0						id	2 	Agent	2,25,ga	Kind	笑う									便宜的にテイル形	0
217 	うまく		Z	0 				0						0,24	1 	うまい	__											便宜的に連用形で	0
162 	かなり		Z	0 				0						0,24	1 	Degree	かなり												0
163 	から		Z	0 				1	2,1,N					2,22	1 	Source	0,24											後置詞としての用法	0
164 	極端に		Z	0 				0						0,24	1 	Degree	極端												0
148 	すぎる	sugi-	Z	0 				0						2,27,target	1 	Degree	過剰												0
165 	少しだけ		Z	0 				0						0,24	1 	Degree	少しだけ												0
166 	そこそこ		Z	0 				0						0,24	1 	Degree	そこそこ												0
167 	大切な		Z	0 				0						0,24	1 	大切	__												0
213 	楽しそうに		Z	0 				1	2,1,V					0,24	1 	楽しそう	__											便宜的に連用形で	0
168 	で		Z	0 				1	2,1,N					2,22	1 	Instrument	0,24											「道具」の後置詞としての用法	0
169 	で		Z	0 				1	2,1,N					2,22	1 	Location	0,24											「場所」の後置詞としての用法	0
170 	で		Z	0 				1	2,1,N					2,22	1 	Reason	0,24											「理由」の後置詞としての用法	0
171 	と		Z	0 				1	to					2,22	1 	Content	0,24											後置詞としての用法	0
172 	とともに		Z	0 				1	2,1,N					2,22	1 	Concomitant	0,24											後置詞としての用法	0
173 	どの		Z	0 				3	3,52,ind	2,1,N	3,101			0,24	1 	Identitｙ	unknown												0
174 	に		Z	0 				1	2,1,N					2,22	1 	Agent	0,24											「行為者」の後置詞としての用法	0
175 	において		Z	0 				1	2,1,N					2,22	1 	Location	0,24											後置詞としての用法	0
176 	について		Z	0 				1	2,1,N					2,22	1 	Topic	0,24											後置詞としての用法	0
177 	によって		Z	0 				1	2,1,N					2,22	1 	Agent	0,24											「行為者」の後置詞としての用法	0
178 	によって		Z	0 				1	2,1,N					2,22	1 	Cause	0,24											「原因」の後置詞としての用法	0
235 	ほど		Z	0 				1	3,3,Pred					2,27,target	1 	__	2,30,basis												0
179 	本当に		Z	0 				0						0,24	1 	本当に	__											便宜的に連用形で	0
180 	ゆっくりと		Z	0 				0						0,24	1 	ゆっくり	__												0
181 	を		Z	0 				3	2,1,N	2,3L,V	wo			2,22	1 	状況	0,24											「状況」の後置詞としての用法	0
